name,slug,status
Calcitriol,calcitriol,1
Dobutamine,dobutamine,1
Aminocaproic Acid,aminocaproic-acid,1
Bupivacaine,bupivacaine,1
Bupivacaine + Dextrose,bupivacaine-+-dextrose,1
Vecuronium Bromide,vecuronium-bromide,1
Sodium Selenate + Vitamin E,sodium-selenate-+-vitamin-e,1
Phytomenadione,phytomenadione,1
Entecavir,entecavir,1
Mizolastine,mizolastine,1
Theophylline,theophylline,1
Dexketoprofen,dexketoprofen,1
Suxamethonium Chloride,suxamethonium-chloride,1
Neostigmine Methyl Sulphate,neostigmine-methyl-sulphate,1
Dopamine Hydrochloride,dopamine-hydrochloride,1
Ascorbic Acid + Copper + Lutein + Vitamin E + Zinc,ascorbic-acid-+-copper-+-lutein-+-vitamin-e-+-zinc,1
Tranexamic Acid,tranexamic-acid,1
Pregabalin,pregabalin,1
Oseltamivir,oseltamivir,1
Nefopam Hydrochloride,nefopam-hydrochloride,1
Biotin + Cobalt + Copper + Cyanocobalamin + DL-Methionine + Elemental Iron + Folic Acid + Iodine + L-Lysine HCl + Manganese + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Selenium + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E + Vitamin K3 + Zinc,biotin-+-cobalt-+-copper-+-cyanocobalamin-+-dl-methionine-+-elemental-iron-+-folic-acid-+-iodine-+-l-lysine-hcl-+-manganese-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-selenium-+-vitamin-a-+-vitamin-b1-+-vitamin-d3-+-vitamin-e-+-vitamin-k3-+-zinc,1
Dextrose Anhydrous + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride + Vitamin A,dextrose-anhydrous-+-potassium-chloride-+-sodium-bicarbonate-+-sodium-chloride-+-vitamin-a,1
Glyceryl Trinitrate,glyceryl-trinitrate,1
Levocarnitine,levocarnitine,1
Primaquine,primaquine,1
Bromfenac,bromfenac,1
Levobupivacaine Hydrochloride,levobupivacaine-hydrochloride,1
Eucalypytol + Menthol + Methyl Salicylate + Thymol,eucalypytol-+-menthol-+-methyl-salicylate-+-thymol,1
Cefaclor,cefaclor,1
Bumetanide,bumetanide,1
Adrenaline + Lidocaine Hydrochloride,adrenaline-+-lidocaine-hydrochloride,1
Miglitol,miglitol,1
Silver Sulphadiazine,silver-sulphadiazine,1
Triamcinolone Acetonide,triamcinolone-acetonide,1
Pramipexol,pramipexol,1
Tamsulosin Hydrochloride,tamsulosin-hydrochloride,1
Beclomethasone Dipropionate,beclomethasone-dipropionate,1
Amino Acids (Essential),amino-acids-(essential),1
Amlodipine + Valsartan,amlodipine-+-valsartan,1
Calcium Acetate,calcium-acetate,1
Fluticasone Propionate + Salmeterol,fluticasone-propionate-+-salmeterol,1
Latanoprost + Timolol,latanoprost-+-timolol,1
Galantamine,galantamine,1
Artemether + Lumefantrine,artemether-+-lumefantrine,1
Anhydrous Glucose + Citric Acid + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride,anhydrous-glucose-+-citric-acid-+-potassium-chloride-+-sodium-bicarbonate-+-sodium-chloride,1
Sodium Valproate,sodium-valproate,1
Clindamycin,clindamycin,1
Cinacalcet,cinacalcet,1
Nitroxynil,nitroxynil,1
Copper Sulphate,copper-sulphate,1
Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate,choline-bitartrate-+-cobalt-sulfate-+-cyanocobalamin-+-ferrous-sulphate-+-thiamine-mononitrate,1
Hydrochlorothiazide + Olmesartan Medoxomil,hydrochlorothiazide-+-olmesartan-medoxomil,1
Cilostazol,cilostazol,1
Desonide,desonide,1
Paroxetine,paroxetine,1
Amlodipine + Atorvastatin,amlodipine-+-atorvastatin,1
Amlodipine + Olmesartan Medoxomil,amlodipine-+-olmesartan-medoxomil,1
Vinpocetine,vinpocetine,1
Memantine Hydrochloride,memantine-hydrochloride,1
Ethosuximide,ethosuximide,1
Cefotaxime,cefotaxime,1
Clindamycin Phosphate + Tretinoin,clindamycin-phosphate-+-tretinoin,1
Acitretin,acitretin,1
Levocetrizine Dihydrochloride,levocetrizine-dihydrochloride,1
Alprazolam,alprazolam,1
Aztreonam,aztreonam,1
Ciprofloxacin + Dexamethasone,ciprofloxacin-+-dexamethasone,1
Adenosine + Cytochrome C + Nicotinamide + Sodium Succinate,adenosine-+-cytochrome-c-+-nicotinamide-+-sodium-succinate,1
Midazolam,midazolam,1
Lidocaine + Prilocaine,lidocaine-+-prilocaine,1
Febuxostat,febuxostat,1
Fenofibrate,fenofibrate,1
Doxylamine Succinate,doxylamine-succinate,1
Prasugrel,prasugrel,1
Halobetasol Propionate,halobetasol-propionate,1
Ipratropium Bromide,ipratropium-bromide,1
Cefprozil,cefprozil,1
Prochlorperazine Maleate,prochlorperazine-maleate,1
Prochlorperazine Mesilate,prochlorperazine-mesilate,1
Mometasone Furoate,mometasone-furoate,1
Ritodrine Hydrochloride,ritodrine-hydrochloride,1
Amlexanox,amlexanox,1
Adapalene,adapalene,1
Piperacillin + Tazobactam,piperacillin-+-tazobactam,1
Budesonide,budesonide,1
Tenofovir Disoproxil Fumarate,tenofovir-disoproxil-fumarate,1
Nalbuphine Hydrochloride,nalbuphine-hydrochloride,1
Doripenem,doripenem,1
Budesonide + Formoterol Fumarate,budesonide-+-formoterol-fumarate,1
Paracetamol + Tramadol Hydrochloride,paracetamol-+-tramadol-hydrochloride,1
Amiodarone Hydrochloride,amiodarone-hydrochloride,1
Medroxyprogesterone Acetate,medroxyprogesterone-acetate,1
Norethisterone,norethisterone,1
Ethinylestradiol + Levo Norgestrel,ethinylestradiol-+-levo-norgestrel,1
Levo Norgestrel,levo-norgestrel,1
Tibolone,tibolone,1
Levothyroxine Sodium,levothyroxine-sodium,1
Allystrenol,allystrenol,1
Cinnarizine + Dimenhydrinate,cinnarizine-+-dimenhydrinate,1
Ipratropium Bromide + Salbutamol,ipratropium-bromide-+-salbutamol,1
Lithium Carbonate,lithium-carbonate,1
Xylometazoline Hydrochloride,xylometazoline-hydrochloride,1
Ephedrine Hydrochloride,ephedrine-hydrochloride,1
Oxymetazoline Hydrochloride,oxymetazoline-hydrochloride,1
Carbidopa + Entacapone + Levodopa,carbidopa-+-entacapone-+-levodopa,1
Sildenafil,sildenafil,1
Quetiapine,quetiapine,1
Tolfenamic Acid,tolfenamic-acid,1
Bisoprolol Hemifumarate + Hydrochlorothiazide,bisoprolol-hemifumarate-+-hydrochlorothiazide,1
Tadalafil,tadalafil,1
Magaldrate,magaldrate,1
Mirtazapine,mirtazapine,1
Liquid Paraffin + Magnesium Hydroxide,liquid-paraffin-+-magnesium-hydroxide,1
Cefpodoxime + Clavulanic Acid,cefpodoxime-+-clavulanic-acid,1
Dextrose Anhydrous + Fructose + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride + Sucrose,dextrose-anhydrous-+-fructose-+-potassium-chloride-+-sodium-bicarbonate-+-sodium-chloride-+-sucrose,1
Solifenacin Succinate,solifenacin-succinate,1
Metformin Hydrochloride + Sitagliptin,metformin-hydrochloride-+-sitagliptin,1
Benzylpenicillin + Procaine Penicillin + Streptomycin,benzylpenicillin-+-procaine-penicillin-+-streptomycin,1
Sitagliptin,sitagliptin,1
Chlorhexidine,chlorhexidine,1
Tiamulin Hydrogen Fumerate,tiamulin-hydrogen-fumerate,1
Choline Bitartrate + Cobalt Sulfate + Cyanocobalamin + Ferrous Sulphate + Thiamine Mononitrate (B1),choline-bitartrate-+-cobalt-sulfate-+-cyanocobalamin-+-ferrous-sulphate-+-thiamine-mononitrate-(b1),1
Aripiprazole,aripiprazole,1
Oxcarbazepine,oxcarbazepine,1
Escitalopram,escitalopram,1
Risperidone,risperidone,1
Amantadine Hydrochloride,amantadine-hydrochloride,1
Calcium Orotate,calcium-orotate,1
Insulin Aspart,insulin-aspart,1
Tapentadol,tapentadol,1
Diacerein + Glucosamine Sulphate,diacerein-+-glucosamine-sulphate,1
Carbidopa + Levodopa,carbidopa-+-levodopa,1
Streptokinase,streptokinase,1
Trihexyphenidyl Hydrochloride,trihexyphenidyl-hydrochloride,1
Linagliptin,linagliptin,1
Calcium + Cholecalciferol (Vit. D3),calcium-+-cholecalciferol-(vit.-d3),1
Racecadrotil,racecadrotil,1
Orlistat,orlistat,1
Deflazacort,deflazacort,1
Doxophylline,doxophylline,1
Ursodeoxycholic Acid,ursodeoxycholic-acid,1
Rifaximin,rifaximin,1
Indomethacin,indomethacin,1
Biotin + Calcium + Chromium + Copper + Folic Acid + Iron + Magnesium + Manganese + Niacin + Pantothenic acid + Riboflavin + Selenium + Thiamine + Vitamin A + Vitamin B12 + Vitamin B6 + Vitamin C + Vitamin D + Vitamin E + Vitamin K + Zinc,biotin-+-calcium-+-chromium-+-copper-+-folic-acid-+-iron-+-magnesium-+-manganese-+-niacin-+-pantothenic-acid-+-riboflavin-+-selenium-+-thiamine-+-vitamin-a-+-vitamin-b12-+-vitamin-b6-+-vitamin-c-+-vitamin-d-+-vitamin-e-+-vitamin-k-+-zinc,1
Roflumilast,roflumilast,1
Duloxetine,duloxetine,1
Filgrastim,filgrastim,1
Glycerol,glycerol,1
Cefditoren,cefditoren,1
Erythropoietin,erythropoietin,1
Ebastine,ebastine,1
Dapoxetine,dapoxetine,1
Betamethasone + Salicylic Acid,betamethasone-+-salicylic-acid,1
Potassium Bicarbonate + Sodium Alginate,potassium-bicarbonate-+-sodium-alginate,1
Crotamiton + Permethrin,crotamiton-+-permethrin,1
Ceftibuten,ceftibuten,1
Sofosbuvir,sofosbuvir,1
Ledipasvir + Sofosbuvir,ledipasvir-+-sofosbuvir,1
Canagliflozin,canagliflozin,1
Ribavirin,ribavirin,1
Butamirate Citrate,butamirate-citrate,1
Vildagliptin,vildagliptin,1
Metformin Hydrochloride + Vildagliptin,metformin-hydrochloride-+-vildagliptin,1
Ethyl Alcohol + Isopropyl Alcohol,ethyl-alcohol-+-isopropyl-alcohol,1
Paliperidone,paliperidone,1
Naphazoline Hydrochloride + Pheniramine Maleate,naphazoline-hydrochloride-+-pheniramine-maleate,1
Armodafinil,armodafinil,1
Dapagliflozin,dapagliflozin,1
Lactase,lactase,1
Telmisartan,telmisartan,1
Rivaroxaban,rivaroxaban,1
Lactitol,lactitol,1
Flunixin,flunixin,1
Bromhexine Hydrochloride + Doxycycline + Tylosin Tartrate,bromhexine-hydrochloride-+-doxycycline-+-tylosin-tartrate,1
Amlodipine + Telmisartan,amlodipine-+-telmisartan,1
Mirabegron,mirabegron,1
Vitamin A + Vitamin D3 + Vitamin E,vitamin-a-+-vitamin-d3-+-vitamin-e,1
Flumequine,flumequine,1
Triclabendazole,triclabendazole,1
